*本資料庫所列數值單位均為每100 g可食部分之含量。,,,,,,,,,,,
整合編號,食品分類,樣品名稱,內容物描述,俗名,廢棄率(%),熱量(kcal),粗蛋白(g),粗脂肪(g),飽和脂肪(g),總碳水化合物(g),反式脂肪(mg)
Q0900701,糕餅點心類,黑森林蛋糕,前處理描述:混合均勻打碎,巧克力鮮奶油蛋糕,0,277,4.2,17.8,11.1,25,146
Q1000101,糕餅點心類,土司,"前處理描述:混合均勻打碎(麵粉,乳粉,糖,鹽,油脂,酵母,乳化劑等)",,,289,9.5,6.3,3.1,48.6,
Q1000201,糕餅點心類,土司(含全穀粉),"前處理描述:混合均勻打碎(麵粉,乳粉,糖,鹽,油脂,麩皮,酵母,小麥胚芽等)",,,292,10,6.1,2.9,49.2,
Q1000301,糕餅點心類,紅豆土司,"前處理描述:混合均勻打碎(土司,紅豆等)",,,319,9.2,10.2,5.9,47.7,166
Q1000401,糕餅點心類,奶酥麵包,前處理描述:混合均勻打碎,,,377,9.1,15.7,9.2,49.8,364
Q1000501,糕餅點心類,肉鬆麵包,前處理描述:混合均勻打碎,,,429,8.1,22.9,5.8,47.6,
Q1000601,糕餅點心類,蜜糖甜甜圈(波/摩堤),前處理描述:混合均勻打碎,波(摩)堤,,396,2,20.7,9.4,50.6,
Q1000701,糕餅點心類,糖粒甜甜圈(油炸),前處理描述:混合均勻打碎,,,401,5.3,19.8,7.2,50.3,
Q1000801,糕餅點心類,菠蘿麵包,前處理描述:混合均勻打碎,,,378,9.2,15,8.7,51.5,174
Q1000901,糕餅點心類,葡萄乾奶酥麵包,"前處理描述:混合均勻打碎(含葡萄乾,奶酥,杏仁片等)",,0,306,8.4,7.9,3,50.4,91
Q1001001,糕餅點心類,漢堡包,"前處理描述:混合均勻打碎(麵粉,糖,奶油,酵母,鹽,奶粉,酥油,蛋,白芝麻等)",,,322,9.1,7.4,5.2,54.9,
Q1001101,糕餅點心類,餐包,"前處理描述:混合均勻打碎(麵粉,糖,奶油,酵母,鹽,鮮奶,植物油,蛋等)",,,365,7.2,14.9,7.5,50.5,
Q1001201,糕餅點心類,雙胞胎麵包,前處理描述:混合均勻打碎,,0,341,8.4,7.7,1.4,59.6,45
Q2100101,糕餅點心類,仙草凍,"前處理描述:混合均勻打碎(仙草,鹼粉,澱粉,水,海藻膠,糖等)",,,19,0.9,0.1,,3.7,
Q2100102,糕餅點心類,仙草凍(2020取樣),"前處理描述:混合均勻打碎(仙草原汁,水,糖,樹薯澱粉,碳酸鈉)",,0,19,0.3,0.2,0.1,4.1,0
Q2100201,糕餅點心類,咖啡凍,"前處理描述:混合均勻打碎(水,糖,植物膠,香料,氯化鉀,檸檬酸鈉,乳酸鈣,蒟蒻粉等)",,,75,0.1,0.2,0.1,18.1,
Q2100301,糕餅點心類,果凍,"前處理描述:混合均勻打碎(濃縮果汁,海藻抽出物,糖等)",,,91,,0.2,0,22.3,0
Q2100401,糕餅點心類,原味愛玉凍,"前處理描述:混合均質(澱粉,愛玉天然膠質等)","愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",,2,,,,0.4,
Q2100501,糕餅點心類,檸檬愛玉凍,"前處理描述:混合均質(砂糖,檸檬汁等)","愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動",,53,,,,13.1,
Q2100601,糕餅點心類,粉粿,前處理描述:混合均勻打碎,,0,65,0,0.1,0,15.5,0
Q2102101,糕餅點心類,鮮奶布丁,"前處理描述:混合均勻均質(生乳,鮮奶油,奶粉,糖,香料,乳化劑,植物膠等)",白布丁,,110,3,5.1,3.3,13.1,
Q2102201,糕餅點心類,烤布丁,"前處理描述:混合均勻均質(雞蛋,牛乳,糖等)",,,138,4.7,7.1,4.2,13.8,104
Q2102301,糕餅點心類,黃布丁,"前處理描述:混合均勻均質(乳品,雞蛋萃取物,植物油,糖漿等)",雞蛋布丁,,110,2.3,3.5,2.4,17.3,42
Q2104101,糕餅點心類,豆花(花生),"前處理描述:混合均勻打碎(黃豆 ,花生醬等)",,,60,2,0.9,0.2,10.9,0
Q2104201,糕餅點心類,傳統豆花(未加糖),前處理描述:混合均勻均質,,0,39,3.2,1.9,0.3,2.1,3
Q2106101,糕餅點心類,羊羹,前處理描述:混合均勻打碎,,,289,3,0.7,0.2,67.6,0
Q2200101,糕餅點心類,巧克力冰淇淋,"前處理描述:混合均質(牛奶,可可粉等)",,,192,4.2,10.6,9.6,19.9,10
Q2200201,糕餅點心類,香草冰淇淋,前處理描述:混合均質,,,182,2.5,9.1,7.9,22.6,78
Q2200301,糕餅點心類,紅豆牛奶冰棒,前處理描述:混合均勻均質,,0,155,3.5,4.9,4,24.3,31
Q2300101,糕餅點心類,花生仁湯,"樣品狀態:罐裝(花生仁,蔗糖等); 前處理描述:混合均勻打碎",,,108,2.8,5.1,1,12.7,3
Q4100101,糕餅點心類,方塊酥,前處理描述:混合均勻打碎,"恩典酥,方塊酥",,509,7.1,24.1,10.5,66.1,128
Q4100201,糕餅點心類,夾心餅乾(草莓),前處理描述:混合均勻打碎,,,517,4.8,27.4,15.9,62.8,36
Q4100301,糕餅點心類,捲心酥,前處理描述:混合均勻打碎,,0,490,6.1,19.9,10.6,71.7,124
Q4100401,糕餅點心類,蛋捲(芝麻),前處理描述:混合均勻打碎(麵粉.雞蛋.芝麻等),,,549,6.8,33.3,16.5,55.5,221
Q4100501,糕餅點心類,煎餅,"前處理描述:混合均勻打碎(麵粉,糖,奶油,奶粉,蛋,植物油,大豆卵磷脂,維生素等E)",,,444,6.3,11.7,6.6,78.3,
Q4100601,糕餅點心類,營養口糧,"前處理描述:混合均勻打碎(麵粉,植物油,巧克力粉,奶油,蛋,糖,鹽,碳酸鈣,維生素B1等)",,,424,6.8,8.7,5,79.7,
Q4100701,糕餅點心類,蘇打餅乾(蔬菜),"前處理描述:混合均勻打碎(麵粉,植物油,鮮奶油,豬油,青蔥,麥芽萃取物,鹽,酵母等)",,,512,7.8,24.7,10.7,64.5,
Q4200101,糕餅點心類,玉米餅乾(原味),前處理描述:混合均勻打碎,,0,504,7.6,24.3,3.1,63.8,47
Q4200201,糕餅點心類,洋芋片,前處理描述:混合均勻打碎,,,553,5.2,34.3,12.8,55.8,63
Q4200301,糕餅點心類,魚酥,前處理描述:混合均勻打碎,,,564,8.3,36.6,11.6,50.3,267
Q4200401,糕餅點心類,零食泡麵,前處理描述:混合均勻打碎,,0,484,11.3,21.5,10.1,61.3,156
Q4300101,糕餅點心類,雪餅,"前處理描述:混合均勻打碎(米,植物油,糖,調味料,澱粉,明膠,鮮奶油,脫脂奶粉等)",,,487,5.8,19.4,6.9,72.3,
Q4900101,糕餅點心類,沙其馬,"前處理描述:混合均勻打碎(麵粉,麥芽,糖,棕櫚油,鹽,奶粉,蛋,芝麻,葡萄乾等)",,,487,5.6,24.8,11.6,60.2,
Q6100101,糕餅點心類,牛奶巧克力,"前處理描述:混合均勻打碎(可可粉,奶粉等)",,,546,9.4,32.6,21.5,54,108
Q6100201,糕餅點心類,花生牛奶巧克力,"前處理描述:混合均勻打碎(麥芽糖,花生,奶粉,植物油,可可粉等)",,,489,13,23.2,9.9,56.9,103
Q6100301,糕餅點心類,榛果牛奶巧克力,"前處理描述:混合均勻打碎(牛奶,巧克力,榛果仁,蔬菜油,麵粉等)",,,590,9,40.4,15.1,47.5,64
Q6100401,糕餅點心類,糖衣牛奶巧克力,"前處理描述:混合均勻打碎(牛奶,巧克力,糖,玉米澱粉,阿拉伯膠等)",,,481,4.8,18.6,12,73.6,14
Q6100501,糕餅點心類,白巧克力風味糖,"前處理描述:混合均勻打碎(植物油,全脂奶粉,大豆磷脂等)",,,562,8.6,34.7,23.5,53.8,81
Q6100601,糕餅點心類,黑巧克力(85%),"前處理描述:混合均勻打碎(可可漿,可可脂,可可粉,糖,乳化劑,香料等)",,,613,10.9,46.1,29.8,38.7,
Q6200101,糕餅點心類,白芝麻糖,"前處理描述:混合均勻打碎(白芝麻,麥芽飴等)",,,521,8.4,26.2,4,62.9,
Q6200201,糕餅點心類,黑芝麻糖,"前處理描述:混合均勻打碎(黑芝麻,花生等)",,,536,8.5,30.4,4.9,57,0
Q6200301,糕餅點心類,花生糖,"前處理描述:混合均勻打碎(花生,砂糖,麥芽糖等)",,,562,17.9,35.3,8.3,43.3,28
Q6200401,糕餅點心類,花生貢糖,"前處理描述:混合均勻打碎(糖,麥芽,花生等)",,,511,13.5,26.3,5.4,55,8
Q6200501,糕餅點心類,牛軋糖,"前處理描述:混合均勻打碎(果糖,花生仁,奶粉,奶油等)",,,477,9.7,21.7,6.1,60.8,229
Q6200601,糕餅點心類,核棗糕,"前處理描述:混合均勻打碎(麥芽,核桃仁,粟米,蜜棗等)",,,425,2.5,14.6,2.5,71.1,
Q6300101,糕餅點心類,水果軟糖,"前處理描述:混合均勻打碎(糖,香料,動物膠,蘋果酸,色素等)",,,411,1.3,8.4,6.8,82.6,32
Q6300201,糕餅點心類,水果QQ軟糖,"前處理描述:混合均勻打碎(砂糖,葡萄原汁,麥芽糖等)",,,343,6.8,0.2,0.2,78.3,0
Q6310101,糕餅點心類,牛奶軟糖,"前處理描述:混合均勻打碎(糖,煉乳,奶粉,奶油,植物性油,卵磷脂,動物膠等)",,,424,2.9,11.1,8.6,78,144
Q6310201,糕餅點心類,巧克力牛奶軟糖,"前處理描述:混合均勻打碎(糖,煉乳,可可粉,奶粉,奶油,動物膠等)",,,422,3.4,11.3,8,76.7,
Q6400101,糕餅點心類,太妃糖,"前處理描述:混合均勻打碎(牛奶,糖等)",,,438,2.7,13.9,10.5,75.6,
Q6400201,糕餅點心類,蓮藕糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,葡萄糖,蜂蜜等)",,,395,0.2,0.4,0.1,97.8,
Q6400301,糕餅點心類,枇杷糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,葡萄糖,果糖等)",,,394,0.2,0.1,,98,
Q6400401,糕餅點心類,苦茶糖,"前處理描述:混合均勻打碎(青草,蜂蜜等)",,,396,0.1,0.2,0.2,98.5,
Q6400501,糕餅點心類,薑糖,"前處理描述:混合均勻打碎(蔗糖,麥芽糖,生薑等)",,,359,0.3,2.5,1.1,84,
Q6400601,糕餅點心類,巧克力夾心糖,"前處理描述:混合均勻打碎(水飴,奶粉,可可粉,可可脂,維生素C等)",,,403,0.7,2.8,2.6,93.7,
Q6800101,糕餅點心類,維生素C口含錠(檸檬),"前處理描述:混合均勻打碎(天然檸檬汁,維生素C,糖,檸檬酸等)",,,399,0.2,0.6,,98.3,
Q6800201,糕餅點心類,酵母菌咀嚼錠,"前處理描述:混合均勻打碎(酵母粉,玉米粉,大麥粉,奶粉,芝麻等)",,,391,23.6,5.6,1.6,61.4,
Q6900101,糕餅點心類,乳酸球,"前處理描述:混合均勻打碎(乳糖,奶粉,砂糖,植物油等)",,,474,3.8,21.7,20.9,66.1,
Q6900201,糕餅點心類,羊乳片,前處理描述:混合均勻打碎(生羊乳等),,,410,23.4,10,6.7,56.6,189
Q6900301,糕餅點心類,紅豆球,"前處理描述:混合均勻打碎(紅豆,麥芽,砂糖等)",,,351,7.1,1,,78.4,
Q6900401,糕餅點心類,綠豆球,"前處理描述:混合均勻打碎(綠豆,麥芽,砂糖等)",,,346,6.2,1.1,,77.9,
Q6900501,糕餅點心類,棉花糖,"前處理描述:混合均勻打碎(砂糖,澱粉,玉米糖漿等)",,,331,3.2,0.3,0.2,78.9,0
Q8100101,糕餅點心類,甘薯蜜餞,樣品狀態:糖漬; 前處理描述:混合均勻打碎,,,347,0.9,0.6,,84.3,
Q8100201,糕餅點心類,芒果青,樣品狀態:糖漬; 前處理描述:混合均勻打碎,,,223,0.6,0.4,0.2,54.2,0
Q8100401,糕餅點心類,芭樂果乾,"樣品狀態:果乾(芭樂,糖,鹽); 前處理描述:混合均勻打碎",,0,347,1.1,0.2,0.1,85.2,0
Q8100501,糕餅點心類,鳳梨果乾,"樣品狀態:果乾(鳳梨,糖,鹽); 前處理描述:混合均勻打碎",,0,348,2,0.3,0.1,84.6,0
Q8100601,糕餅點心類,檸檬果乾,"樣品狀態:果乾(檸檬,糖,鹽); 前處理描述:混合均勻打碎",,0,344,0.8,0.2,0.1,84.6,0
Q9100101,糕餅點心類,豆干丁(五香),"前處理描述:混合均勻打碎(黃豆,糖,鹽,辣椒,香辛料,調味料,己二烯酸等)",,,383,35.4,18.1,3.4,19.6,
Q9100202,糕餅點心類,豆干片(沙茶),"前處理描述:混合均勻打碎(黃豆,糖,鹽,辣椒,沙茶,香辛料,調味料,己二烯酸等)",,,464,16.2,28.2,4.7,36.4,
Q9900101,糕餅點心類,布丁粉,"前處理描述:混合均勻(海藻粉,奶粉,芋頭粉等)",,,419,2.7,7.1,5,86.1,12
Q9900201,糕餅點心類,冰淇淋粉(香草),前處理描述:混合均勻,,,430,15.9,11.7,11.3,65.3,
Q9900301,糕餅點心類,起酥片,"前處理描述:混合均勻打碎(麵粉,瑪琪琳,水,糖,檸檬酸等)",,,404,6.7,26.9,16.5,33.8,
R0100101,加工調理食品及其他類,廣東粥,"前處理描述:混合均勻打碎(花枝,豬肝,油條,蛋等)",,,81,4.9,2.8,0.8,9.1,7
R0200101,加工調理食品及其他類,冷凍火腿炒飯,"樣品狀態:冷凍包裝(米,火腿,蔬菜等); 前處理描述:混合均勻打碎",,,189,5,5.6,1.1,29.7,
R0200201,加工調理食品及其他類,冷凍蝦仁炒飯,"樣品狀態:冷凍包裝(米,蝦仁,蔬菜等); 前處理描述:混合均勻打碎",,,148,4.7,3.4,0.5,24.6,13
R0300101,加工調理食品及其他類,三角飯糰(肉鬆),"前處理描述:混合均勻打碎(米,肉鬆,海苔,美奶滋,芝麻,食品添加物等)",,,219,5.8,5.5,0.8,36.6,39
R0300201,加工調理食品及其他類,糯米飯糰,"前處理描述:混合均勻打碎(油條,肉鬆,菜脯等)",,,335,5.9,17.6,3.9,38.3,
R0300301,加工調理食品及其他類,壽司(豆皮壽司),前處理描述:混合均勻打碎,稻禾壽司,0,194,6.3,4.7,0.7,31.7,27
R0400101,加工調理食品及其他類,肉粽,"前處理描述:混合均勻打碎(豬肉,香菇,鴨蛋黃,花生等)",,,235,8.2,8.8,3.3,30.7,
R0400201,加工調理食品及其他類,鹼粽,前處理描述:混合均勻打碎,,,131,2.1,1.7,0.2,26.8,13
R0500301,加工調理食品及其他類,冷凍筒仔米糕,"樣品狀態:冷凍包裝(糯米,香菇,豬前腿肉等); 前處理描述:混合均勻打碎",,,212,6.5,5.8,2.2,33.6,
R0500401,加工調理食品及其他類,筒仔米糕,前處理描述:混合均勻打碎,,,246,6.6,8.6,3.1,35.5,
R0600101,加工調理食品及其他類,豬血糕,"前處理描述:混合均勻打碎(豬血,糯米,鹽等)",米血糕,,194,8.6,0.9,0.3,37.8,
R0600201,加工調理食品及其他類,鴨血糕,"前處理描述:混合均勻打碎(鴨血,糯米,鹽等)",米血糕,,193,6.7,1.1,0.5,39.1,
R0700101,加工調理食品及其他類,肉圓,"樣品狀態:未炸半成品(豬肉等),不加醬料; 前處理描述:混合均勻打碎",肉丸,,136,3.1,1.6,0.6,27.3,9
R0700201,加工調理食品及其他類,清蒸蝦仁肉圓,"前處理描述:混合均勻打碎(豬肉,蝦仁等)",肉丸,,152,4.6,7.4,2.9,16.7,
R0800101,加工調理食品及其他類,甜酒釀,"前處理描述:混合均勻打碎(糯米,水,酵母等)",,,163,5,0.4,0.1,34.8,
R0800201,加工調理食品及其他類,紫米酒釀,"前處理描述:混合均勻打碎(糯米75%,水分25%,純米精釀等)",,,155,4.2,0.4,0.1,33.6,
R0900101,加工調理食品及其他類,冷凍芝麻湯圓,"樣品狀態:冷凍包裝(糯米,芝麻粉等); 前處理描述:混合均勻打碎",,,352,4.8,16.3,6.6,46.7,69
R0900201,加工調理食品及其他類,冷凍花生湯圓,"樣品狀態:冷凍包裝(糯米,花生粉等); 前處理描述:混合均勻打碎",,0,350,5.2,15.6,7.3,47.1,66
R0900301,加工調理食品及其他類,冷凍豬肉湯圓,"樣品狀態:冷凍包裝(糯米,豬前腿等); 前處理描述:混合均勻打碎",,,281,6.5,12.1,5.1,36.6,45
R1100101,加工調理食品及其他類,免煮飯,樣品狀態:速食白飯包; 前處理描述:混合均勻打碎,,,168,3.2,0.3,0.1,37.1,
R1100201,加工調理食品及其他類,埔里米粉,"前處理描述:混合均勻打碎(玉米,澱粉等)",,,358,0.5,0.5,,87.7,
R1100301,加工調理食品及其他類,細米粉,"前處理描述:混合均勻打碎(米,玉米澱粉等)",,,355,0.4,0.6,,87.2,
R1100401,加工調理食品及其他類,濁水米粉,前處理描述:混合均勻打碎(濁水溪生產之在來1號白米等),,,357,5.3,1.3,,81.1,
R1100501,加工調理食品及其他類,米粄條,"前處理描述:混合均勻打碎(在來米,修飾澱粉,地瓜粉,鹽,沙拉油等)",美濃粄條,,129,1.1,0.9,0.2,29.2,
R1100601,加工調理食品及其他類,米苔目,前處理描述:混合均勻打碎,,,121,0.6,0.1,0,29.6,
R1100701,加工調理食品及其他類,粿仔條,前處理描述:混合均勻打碎,,,193,0.5,1.2,0.2,45,
R1300101,加工調理食品及其他類,米漿(散裝),樣品狀態:散裝; 前處理描述:混合均勻,,,62,0.6,0.5,0.1,13.7,
R1300201,加工調理食品及其他類,保久米漿,"樣品狀態:常溫包裝(米,花生,水,砂糖等); 前處理描述:混合均質",,,62,1,1.5,0.3,11.3,
R1300301,加工調理食品及其他類,糙米漿,"樣品狀態:冷藏瓶裝(糙米,花生,水,蔗糖,芝麻,鹽,食用膠等); 前處理描述:混合均勻",,,71,1.3,2.2,0.5,11.6,
R1300401,穀物類,糙秈米漿,"樣品狀態:冷藏瓶裝(糙米,花生,水,蔗糖,鹽,食用膠等); 前處理描述:混合均勻",,,68,0.9,2.1,0.5,11.4,
R1300501,加工調理食品及其他類,糯米漿,"樣品狀態:常溫罐裝(花生,米,糖,水等); 前處理描述:混合均勻",,,51,0.8,0.8,0.2,10.2,
R1300601,加工調理食品及其他類,黑糯米漿,樣品狀態:常溫罐裝(黑糯米等); 前處理描述:混合均勻,,,50,0.4,0.2,0.1,11.6,
R1310101,加工調理食品及其他類,米漿粉,"樣品狀態:沖泡即食(花生,糖,糯米,芝麻,胚芽等); 前處理描述:混合均勻磨碎",,,444,9.1,12.3,2.5,74.3,
R1500101,加工調理食品及其他類,燕麥奶,"樣品狀態:冷藏瓶裝(水,燕麥等); 前處理描述:混合均勻",,,44,1,0.8,0.2,8.1,
R1600101,加工調理食品及其他類,玉米粒罐頭,"樣品狀態:罐頭製品(甜玉米仁,水,鹽,糖等); 前處理描述:混合均勻打碎",,,90,2.3,1.4,0.3,16.9,
R1600201,加工調理食品及其他類,玉米醬罐頭,樣品狀態:罐頭製品(甜玉米.水.澱粉.鹽等); 前處理描述:混合均勻打碎,,,66,1.4,0.4,0.1,14,
R1700101,加工調理食品及其他類,麵筋(未調味),前處理描述:混合均勻打碎,,,643,42.5,53,8.4,0,
R1700201,加工調理食品及其他類,麵腸(未調味),前處理描述:混合均勻打碎,,,138,20.6,1.9,0.4,9.7,
R1800101,加工調理食品及其他類,水餃皮,前處理描述:混合均勻打碎,,,264,7.8,0.5,0,57,
R1800201,加工調理食品及其他類,春捲皮,前處理描述:混合均勻打碎,,,241,8.3,0.7,0,50.4,
R1800301,加工調理食品及其他類,餛飩皮,前處理描述:混合均勻打碎,,,271,8.3,0.5,0,58.2,
R1900101,加工調理食品及其他類,長麵線,前處理描述:混合均勻打碎,壽麵線,,310,10.7,1.1,0.3,64.3,
R1900201,加工調理食品及其他類,紅麵線,"前處理描述:混合均勻打碎(麵粉,鹽等)",,,307,11.3,1.4,0.3,62.3,
R1900301,加工調理食品及其他類,麵線,"前處理描述:混合均勻打碎(麵粉,鹽,水,澱粉等)",,,350,11.7,1.5,0.4,72.4,
R1900401,加工調理食品及其他類,雞絲麵,樣品狀態:不含調味包; 前處理描述:混合均勻打碎,,,463,9.4,22.8,7.2,55,
R2000101,加工調理食品及其他類,乾麵條,"樣品狀態:乾麵條(麵粉,鹽,水,食用澱粉等); 前處理描述:混合均勻打碎",,,350,11.6,1.5,0.4,72.5,
R2000201,加工調理食品及其他類,油麵條,"樣品狀態:乾麵條(麵粉,鹽,水,純鹼,色素等); 前處理描述:混合均勻打碎",油麵,,361,11.4,1.2,0.4,76.3,
R2000301,加工調理食品及其他類,紅蘿蔔麵,"樣品狀態:乾麵條(小麥粉,紅蘿蔔,澱粉等); 前處理描述:混合均勻打碎",,,352,12.1,1,0.2,73.8,
R2000401,加工調理食品及其他類,通心麵,"樣品狀態:乾麵條(蛋,麵粉等); 前處理描述:混合均勻打碎",,,359,13.8,1.4,0.3,72.6,
R2000501,加工調理食品及其他類,菠菜麵,"樣品狀態:乾麵條(小麥粉,菠菜,澱粉等); 前處理描述:混合均勻打碎",,,356,11.8,1.2,0.3,74.4,
R2000601,加工調理食品及其他類,鍋燒意麵,"樣品狀態:乾麵條(麵粉,雞蛋,沙拉油等); 前處理描述:混合均勻打碎",,,479,10,22.8,4.1,58.5,
R2000701,加工調理食品及其他類,雞蛋麵,"樣品狀態:乾麵條(蛋白質,澱粉等); 前處理描述:混合均勻打碎",,,358,12.5,0.9,0.2,74.8,
R2000801,加工調理食品及其他類,刀削麵,樣品狀態:濕麵條(小麥粉等); 前處理描述:混合均勻打碎,,,267,8.4,0.9,0.4,56.2,
R2000901,加工調理食品及其他類,拉麵,"樣品狀態:濕麵條(麵粉,鹽,小麥粉等); 前處理描述:混合均勻打碎",,,292,9.1,0.8,,62.1,
R2001001,加工調理食品及其他類,意麵,"樣品狀態:濕麵條(高筋麵粉,雞蛋,維生素B2等); 前處理描述:混合均勻打碎",,,290,10.1,1,,60.1,
R2001101,加工調理食品及其他類,衛生油麵,"樣品狀態:濕麵條(麵粉,食油,鹼粉等); 前處理描述:混合均勻打碎",,,163,5.5,1.8,0.3,31.2,
R2001201,加工調理食品及其他類,金門黃麵,樣品狀態:濕麵條; 前處理描述:混合均勻打碎,,,158,6.4,0.5,0.1,31.9,
R2001301,加工調理食品及其他類,冷凍烏龍麵,"樣品狀態:濕麵條(小麥粉,澱粉,鹽等),冷凍製品; 前處理描述:混合均勻打碎",,0,129,3.4,0.3,0.1,28.2,0
R2001401,加工調理食品及其他類,鍋燒麵,樣品狀態:濕麵條; 前處理描述:混合均勻打碎,,,120,4.5,0.4,0.1,24.6,
R2001501,加工調理食品及其他類,蕎麥麵(乾),"樣品狀態:生(小麥粉,蕎麥粉,鹽,山藥,山芋粉,兒茶素,鹽,調味料等); 前處理描述:混合均勻磨碎",,,349,12.7,1.7,0.5,70.6,
R2001502,加工調理食品及其他類,蕎麥麵(濕),"樣品狀態:生(小麥粉,蕎麥粉,樹薯澱粉,蛋白,鹽,植物油,調味料等); 前處理描述:混合均勻打碎",,,153,6.3,1.5,0.3,28.6,
R2100101,加工調理食品及其他類,炒板條,前處理描述:混合均勻打碎,,,149,4.2,4.2,1.1,23.7,
R2100201,加工調理食品及其他類,泡麵(牛肉口味),"前處理描述:混合均勻打碎(麵粉,調味料等)",,0,473,9.6,24.5,12.4,53.6,189
R2100301,加工調理食品及其他類,泡麵(鮮蝦口味),"前處理描述:混合均勻打碎(麵粉,調味料等)",,,475,9.6,23.8,11.3,55.5,133
R2100401,加工調理食品及其他類,擔仔麵,"樣品狀態:含肉燥,去湯; 前處理描述:混合均勻打碎",,,124,4.4,6.5,2.3,11.9,
R2200101,加工調理食品及其他類,冷凍牛肉水餃,"樣品狀態:冷凍包裝(牛肉,洋蔥,麵粉等); 前處理描述:混合均勻打碎",,0,215,8.9,9.7,3.3,23.1,68
